case_id,fact_pattern,violence_score,financial_loss_score,victim_vulnerability_score,premeditation_score,public_safety_risk,priors,plea_guilty,mitigating_circumstances,juvenile,court_region,sentence_United States,sentence_United Kingdom,sentence_Canada,sentence_Australia,sentence_Singapore,sentence_India,sentence_Germany,sentence_France,sentence_Italy,sentence_Spain,sentence_Switzerland,sentence_Brazil,sentence_Norway,sentence_Sweden,sentence_Denmark,sentence_Japan,sentence_South Korea,sentence_Saudi Arabia,sentence_Iran,sentence_South Africa
540,The suspect stole a wallet containing credit cards and $150 cash from an unattended purse in a cafe.,0.0,0.138,0.0,0.178,0.022,0,0,1,0,0,13.6,9.9,7.0,7.8,18.9,7.5,6.1,5.2,5.9,6.0,3.6,6.3,2.0,2.4,2.1,4.3,5.1,18.1,16.1,13.4
541,"The defendant attacked the victim with a metal pipe during an argument, resulting in a deep head wound.",0.752,0.018,0.088,0.329,0.461,4,1,0,0,0,235.6,141.8,95.1,127.4,382.0,134.1,103.6,115.6,75.6,86.3,74.3,107.1,48.0,54.5,60.5,47.7,73.1,268.3,249.0,180.2
542,The suspect sold fake pharmaceutical pills containing toxic contaminants to local drug users.,0.257,0.364,0.742,0.729,0.869,0,1,0,1,0,42.6,25.4,22.9,27.9,112.4,32.4,28.4,34.4,21.6,21.7,14.3,30.5,9.4,9.6,10.9,12.6,20.8,87.2,113.6,46.3
543,"The perpetrator shot the victim in the chest at close range following a dispute, causing fatal injuries. The defendant purchased a carving knife and gloves the morning of the crime, explicitly intending to confront the victim.",0.983,0.0,0.23,0.887,0.935,4,1,0,0,1,360.0,178.2,166.2,174.1,480.0,240.0,166.8,164.9,112.4,145.4,113.3,186.0,77.3,85.3,89.2,64.8,126.3,360.0,319.2,266.0
544,"The suspect stole a wallet containing credit cards and $150 cash from an unattended purse in a cafe. The defendant purchased a carving knife and gloves the morning of the crime, explicitly intending to confront the victim.",0.6,0.086,0.182,0.837,0.419,2,1,0,0,0,168.9,100.2,84.9,97.7,317.6,145.8,82.1,82.5,74.0,78.0,56.6,87.8,39.9,44.8,42.4,42.3,57.7,201.3,181.8,141.9
545,"The suspect broke into a commercial warehouse and stole electronics worth approximately $5,000.",0.095,0.323,0.072,0.493,0.188,0,1,0,0,0,37.8,28.1,22.3,28.8,68.0,24.0,25.2,25.1,19.7,21.3,17.5,26.4,11.2,13.2,11.8,13.6,20.5,60.1,49.5,39.4
546,"A verbal confrontation escalated, leading to the offender shoving the victim to the ground, causing minor bruises. The suspect stole a wallet containing credit cards and $150 cash from an unattended purse in a cafe. The victim was an 82-year-old grandmother who lived alone and suffered from mild dementia.",0.297,0.102,0.893,0.197,0.091,2,1,0,0,0,144.7,55.9,65.0,57.8,162.9,56.0,51.7,55.5,37.3,45.5,36.2,66.7,24.5,28.3,28.1,25.0,44.9,121.9,80.8,94.5
547,"The offender physically assaulted the victim by punching and kicking them multiple times, causing severe facial fractures. The offender stole a bicycle valued at $300 parked outside a supermarket.",0.679,0.08,0.105,0.158,0.378,0,0,0,0,1,82.4,69.1,65.5,63.2,175.8,122.3,52.6,54.1,48.6,61.1,38.9,75.7,33.0,33.4,32.9,43.8,40.9,124.4,116.8,90.2
548,"The offender stole a bicycle valued at $300 parked outside a supermarket. The defendant purchased a carving knife and gloves the morning of the crime, explicitly intending to confront the victim.",0.569,0.09,0.164,0.885,0.422,1,1,1,0,1,69.5,55.3,47.9,57.6,221.3,82.0,50.6,43.8,40.9,43.5,30.6,55.8,22.3,23.9,22.3,20.2,35.8,132.3,162.5,94.6
549,"The offender acted in a sudden fit of rage, with no planning whatsoever, responding to an insult. A verbal confrontation escalated, leading to the offender shoving the victim to the ground, causing minor bruises. The suspect broke into a commercial warehouse and stole electronics worth approximately $5,000.",0.373,0.375,0.097,0.502,0.229,2,1,0,0,1,85.2,75.9,58.2,68.9,216.4,105.7,69.8,60.0,47.9,54.5,39.6,73.7,27.0,29.7,27.6,29.0,46.0,184.0,157.2,99.2
550,"The offender acted in a sudden fit of rage, with no planning whatsoever, responding to an insult. The suspect sold fake pharmaceutical pills containing toxic contaminants to local drug users.",0.395,0.406,0.687,0.708,0.863,4,0,1,0,1,315.1,205.7,144.9,168.5,480.0,200.1,112.8,111.1,107.1,106.1,68.7,132.0,39.2,45.1,48.2,74.0,90.4,300.3,263.1,280.5
551,"The defendant ran a sophisticated Ponzi scheme, defrauding elderly investors of over $2.5 million. The perpetrator wore a ski mask and dark clothing to conceal their identity and avoid CCTV detection.",0.126,0.969,0.78,0.909,0.407,0,0,1,1,1,63.8,26.8,26.2,30.4,111.0,56.2,22.9,22.1,25.4,22.0,12.0,32.1,5.9,7.7,7.7,14.7,18.4,108.5,104.5,43.2
552,"The suspect broke into a commercial warehouse and stole electronics worth approximately $5,000. The perpetrator wore a ski mask and dark clothing to conceal their identity and avoid CCTV detection. The victim was an 82-year-old grandmother who lived alone and suffered from mild dementia.",0.103,0.319,0.861,0.707,0.195,3,0,0,0,0,221.0,117.6,96.4,126.3,274.0,149.2,108.8,89.3,82.0,101.1,65.4,71.0,35.7,38.5,38.2,70.1,78.2,181.5,160.9,172.6
553,"The offender physically assaulted the victim by punching and kicking them multiple times, causing severe facial fractures. The defendant ran a sophisticated Ponzi scheme, defrauding elderly investors of over $2.5 million. The defendant discharged an assault rifle into the air in a crowded public square, causing mass panic.",0.671,0.929,0.802,0.895,0.937,0,1,1,0,0,128.2,88.2,63.8,93.5,300.7,95.2,70.6,70.9,68.7,65.0,44.0,63.2,29.8,36.0,34.2,32.1,49.8,196.5,181.6,156.1
554,"The suspect stole a wallet containing credit cards and $150 cash from an unattended purse in a cafe. The suspect planned the heist for over six months, purchasing specialized tools, drawing maps, and tracking guards.",0.0,0.34,0.071,0.987,0.381,2,1,0,0,1,110.2,71.2,50.7,48.6,195.4,83.4,52.7,50.0,28.4,48.2,31.8,53.4,18.6,20.3,18.3,25.3,34.5,122.2,113.5,83.5
555,"The offender was found in possession of 200 grams of cocaine, scales, and packaging materials indicating distribution.",0.118,0.178,0.051,0.464,0.706,0,1,0,0,1,50.5,31.9,27.6,32.7,122.6,35.9,33.3,29.6,23.8,24.3,20.0,39.8,15.9,15.8,16.2,16.7,25.7,74.7,77.8,59.1
556,"The defendant ran a sophisticated Ponzi scheme, defrauding elderly investors of over $2.5 million. The suspect planned the heist for over six months, purchasing specialized tools, drawing maps, and tracking guards. The victim was an 82-year-old grandmother who lived alone and suffered from mild dementia.",0.0,0.988,0.896,0.97,0.421,0,1,1,0,0,97.9,56.8,49.2,52.5,162.0,77.3,42.3,38.8,35.1,42.3,25.6,48.5,17.5,21.1,18.8,18.5,30.9,115.3,116.2,74.8
557,The suspect stole a wallet containing credit cards and $150 cash from an unattended purse in a cafe.,0.0,0.131,0.0,0.207,0.039,4,0,1,0,1,34.9,24.8,12.4,19.4,58.6,28.1,12.6,12.5,10.7,12.7,7.1,13.3,3.3,3.7,3.6,8.8,9.8,36.7,38.7,32.6
558,The offender stole a bicycle valued at $300 parked outside a supermarket.,0.041,0.071,0.026,0.062,0.037,2,1,1,0,0,22.0,7.9,5.5,9.9,31.9,9.3,5.7,6.8,5.0,5.4,3.9,6.7,2.2,2.8,2.8,2.7,4.4,25.2,19.5,12.4
559,"The defendant attacked the victim with a metal pipe during an argument, resulting in a deep head wound. The suspect stole a wallet containing credit cards and $150 cash from an unattended purse in a cafe. The victim was an 82-year-old grandmother who lived alone and suffered from mild dementia.",0.757,0.109,0.925,0.288,0.525,3,1,0,0,0,171.8,147.4,134.0,130.5,420.5,128.1,132.0,135.6,97.6,89.6,79.0,114.7,56.4,60.7,60.9,61.0,78.2,360.0,302.8,208.4
560,"A verbal confrontation escalated, leading to the offender shoving the victim to the ground, causing minor bruises. The defendant ran a sophisticated Ponzi scheme, defrauding elderly investors of over $2.5 million. The victim was an 82-year-old grandmother who lived alone and suffered from mild dementia.",0.305,0.924,0.945,0.864,0.432,2,0,0,0,1,343.9,159.0,131.9,157.0,451.3,224.5,143.1,124.8,126.0,139.3,94.9,147.6,57.5,62.9,59.8,113.4,129.1,290.3,289.5,213.2
561,"The perpetrator shot the victim in the chest at close range following a dispute, causing fatal injuries. The victim was an 82-year-old grandmother who lived alone and suffered from mild dementia.",1.0,0.0,0.886,0.472,0.853,1,0,1,0,0,244.6,157.2,111.6,108.3,443.7,74.5,119.6,104.3,92.1,90.3,62.1,96.0,41.0,46.3,47.1,66.0,70.6,278.5,267.0,184.8
562,The offender stole a bicycle valued at $300 parked outside a supermarket. The perpetrator wore a ski mask and dark clothing to conceal their identity and avoid CCTV detection. The victim was an 82-year-old grandmother who lived alone and suffered from mild dementia.,0.11,0.055,0.888,0.67,0.175,3,0,0,0,0,190.5,130.3,81.2,96.9,266.7,102.2,83.6,80.4,78.8,71.0,55.4,72.4,29.1,34.2,31.1,66.0,58.0,159.2,129.3,113.4
563,"The defendant attacked the victim with a metal pipe during an argument, resulting in a deep head wound. The employee embezzled $150,000 from the company accounts by forging signatures on corporate checks over two years. The victim was an 82-year-old grandmother who lived alone and suffered from mild dementia.",0.83,0.783,0.867,0.767,0.492,0,1,0,0,0,146.8,104.8,97.0,87.8,257.8,172.5,99.5,98.0,83.8,91.2,76.0,91.9,49.2,56.3,56.1,52.5,87.8,239.0,225.3,130.1
564,The suspect sold fake pharmaceutical pills containing toxic contaminants to local drug users.,0.262,0.371,0.686,0.667,0.89,0,1,0,0,1,119.2,63.3,55.5,57.6,182.0,85.1,57.3,52.3,42.4,59.1,42.9,75.3,32.5,35.0,28.3,28.0,44.2,126.1,115.1,87.6
565,The offender stole a bicycle valued at $300 parked outside a supermarket.,0.0,0.052,0.0,0.11,0.098,0,1,1,0,0,8.1,4.8,3.5,3.2,14.8,4.7,3.7,3.2,2.9,2.9,2.1,3.2,1.3,1.4,1.5,1.5,2.9,12.4,10.5,6.1
566,"The offender physically assaulted the victim by punching and kicking them multiple times, causing severe facial fractures. The suspect stole a wallet containing credit cards and $150 cash from an unattended purse in a cafe. The offender chose a victim who was highly intoxicated and unable to stand or speak clearly.",0.718,0.147,0.719,0.183,0.414,3,1,1,0,1,204.9,110.1,78.4,104.3,373.5,156.0,71.9,80.5,52.4,59.6,45.3,90.2,30.7,37.9,32.4,26.5,50.1,206.3,356.6,150.2
567,"The perpetrator shot the victim in the chest at close range following a dispute, causing fatal injuries.",1.0,0.024,0.2,0.52,0.851,0,1,0,0,1,112.2,82.3,72.7,78.6,246.4,114.0,73.0,81.2,65.9,65.7,49.4,94.4,47.4,49.0,49.3,41.3,57.9,195.6,148.6,124.4
568,"The suspect set fire to a trash can near an apartment building, causing a blaze that threatened multiple families. The defendant attacked the victim with a metal pipe during an argument, resulting in a deep head wound.",0.787,0.28,0.465,0.37,0.804,3,1,1,0,1,294.5,116.3,86.0,107.6,463.4,181.7,83.9,106.1,61.2,83.4,50.6,84.4,35.9,41.5,39.1,30.6,59.6,336.0,302.8,177.8
569,"The offender stole a bicycle valued at $300 parked outside a supermarket. The suspect planned the heist for over six months, purchasing specialized tools, drawing maps, and tracking guards.",0.002,0.348,0.115,0.929,0.352,2,1,0,0,0,119.3,61.3,43.4,46.1,167.1,66.2,57.2,54.6,40.9,42.8,28.9,48.3,19.3,17.8,18.2,24.1,40.0,114.7,111.2,85.6
570,"The defendant discharged an assault rifle into the air in a crowded public square, causing mass panic. The offender acted in a sudden fit of rage, with no planning whatsoever, responding to an insult.",0.494,0.0,0.337,0.357,0.919,1,0,0,0,0,189.8,114.9,84.8,89.9,311.3,128.7,79.2,91.9,74.5,86.6,53.6,65.1,41.1,43.1,43.0,63.4,73.6,179.0,163.4,160.8
571,The suspect stole a wallet containing credit cards and $150 cash from an unattended purse in a cafe. The perpetrator wore a ski mask and dark clothing to conceal their identity and avoid CCTV detection.,0.081,0.122,0.074,0.668,0.175,0,1,1,0,1,30.1,21.4,16.4,16.9,55.7,26.1,12.6,14.4,13.1,14.8,9.8,19.2,5.6,6.9,6.3,6.5,11.6,53.4,44.0,28.2
572,"The suspect pointed a loaded handgun at the store clerk, demanding money and threatening to pull the trigger. The offender acted in a sudden fit of rage, with no planning whatsoever, responding to an insult.",0.842,0.211,0.193,0.566,0.745,1,1,0,0,1,159.6,97.6,84.4,98.6,279.4,169.1,85.4,94.7,72.9,65.7,58.2,91.2,42.2,46.0,57.7,44.2,77.3,247.9,180.6,140.9
573,"The offender was found in possession of 200 grams of cocaine, scales, and packaging materials indicating distribution.",0.068,0.188,0.081,0.478,0.756,1,1,1,0,0,81.3,42.0,28.0,28.4,202.2,40.6,28.3,29.3,22.7,25.2,17.9,28.4,10.2,12.2,11.6,13.5,22.6,97.9,73.0,48.8
574,"The offender physically assaulted the victim by punching and kicking them multiple times, causing severe facial fractures.",0.687,0.0,0.092,0.189,0.424,0,1,1,0,0,72.0,47.4,35.1,37.4,128.7,46.4,26.8,28.8,26.1,31.9,20.5,37.1,16.6,20.1,20.9,14.0,22.4,96.7,98.7,56.4
575,"A verbal confrontation escalated, leading to the offender shoving the victim to the ground, causing minor bruises. The offender chose a victim who was highly intoxicated and unable to stand or speak clearly.",0.346,0.127,0.725,0.185,0.121,1,1,0,0,1,81.8,53.5,46.8,53.5,153.3,74.8,48.3,44.2,37.1,40.8,33.2,51.5,22.4,22.5,24.6,24.4,33.6,112.5,102.4,66.4
576,"A verbal confrontation escalated, leading to the offender shoving the victim to the ground, causing minor bruises.",0.253,0.031,0.013,0.018,0.12,1,1,0,0,1,42.8,16.5,17.3,18.7,61.7,34.3,19.2,19.6,15.3,14.9,12.4,23.5,10.4,10.4,12.5,9.9,15.8,50.0,49.4,38.1
577,"The suspect stole a wallet containing credit cards and $150 cash from an unattended purse in a cafe. The offender acted in a sudden fit of rage, with no planning whatsoever, responding to an insult.",0.351,0.117,0.014,0.242,0.09,1,1,0,0,1,51.7,43.1,33.1,37.2,99.0,69.5,32.0,27.4,27.3,24.8,23.4,35.7,17.5,18.9,18.4,15.5,24.1,57.6,73.5,44.7
578,"The defendant ran a sophisticated Ponzi scheme, defrauding elderly investors of over $2.5 million. The defendant purchased a carving knife and gloves the morning of the crime, explicitly intending to confront the victim.",0.6,0.953,0.839,0.909,0.423,2,1,1,0,1,232.8,106.5,84.7,127.7,423.4,161.0,92.5,89.9,75.8,73.9,58.9,103.9,34.2,41.5,38.7,37.7,60.3,309.3,326.3,155.9
579,The offender chose a victim who was highly intoxicated and unable to stand or speak clearly. The offender stole a bicycle valued at $300 parked outside a supermarket.,0.051,0.067,0.699,0.16,0.127,0,1,0,0,0,30.1,23.7,19.1,22.1,55.3,34.0,19.9,19.4,15.5,16.3,15.2,17.8,11.9,11.6,10.8,11.9,15.1,62.4,33.8,28.9
580,"The defendant attacked the victim with a metal pipe during an argument, resulting in a deep head wound. The suspect broke into a commercial warehouse and stole electronics worth approximately $5,000. The crime targeted a 7-year-old child who was walking home alone from school.",0.8,0.311,0.957,0.471,0.47,2,1,0,1,1,83.6,57.9,40.7,49.4,223.0,59.5,42.6,60.2,33.8,37.9,28.0,78.8,17.1,17.1,20.6,21.6,33.2,220.9,194.3,106.3
581,"The suspect stole a wallet containing credit cards and $150 cash from an unattended purse in a cafe. The suspect planned the heist for over six months, purchasing specialized tools, drawing maps, and tracking guards. The crime targeted a 7-year-old child who was walking home alone from school.",0.058,0.259,0.912,0.906,0.353,0,1,1,0,1,53.0,44.7,31.8,31.0,140.1,37.3,30.4,29.4,32.4,32.1,22.3,35.8,14.6,14.5,14.9,14.4,23.9,79.8,74.7,57.6
582,"The suspect set fire to a trash can near an apartment building, causing a blaze that threatened multiple families. The defendant attacked the victim with a metal pipe during an argument, resulting in a deep head wound.",0.802,0.251,0.51,0.449,0.876,4,1,0,0,1,355.3,188.4,174.0,118.7,480.0,240.0,163.4,159.9,110.8,135.6,104.8,159.4,69.0,83.4,65.3,64.6,122.8,360.0,360.0,254.0
583,The suspect stole a wallet containing credit cards and $150 cash from an unattended purse in a cafe.,0.032,0.134,0.017,0.188,0.006,0,1,0,0,1,10.5,8.3,9.4,7.7,19.1,11.5,9.0,7.2,6.4,6.1,5.1,9.1,3.5,4.5,3.4,4.0,6.4,18.1,14.8,11.0
584,The offender stole a bicycle valued at $300 parked outside a supermarket.,0.0,0.042,0.003,0.145,0.075,0,1,1,0,1,5.6,4.2,4.3,3.8,16.4,7.0,3.9,2.6,2.8,3.4,2.0,4.9,1.4,1.4,1.4,1.4,2.4,8.3,9.9,5.2
585,"A verbal confrontation escalated, leading to the offender shoving the victim to the ground, causing minor bruises.",0.252,0.0,0.0,0.031,0.083,0,1,0,0,0,27.3,19.2,13.0,18.8,43.7,22.6,13.5,14.5,12.7,12.4,11.8,15.3,9.3,9.4,10.0,6.4,11.3,33.5,30.4,28.9
586,"A verbal confrontation escalated, leading to the offender shoving the victim to the ground, causing minor bruises. The defendant ran a sophisticated Ponzi scheme, defrauding elderly investors of over $2.5 million.",0.336,0.991,0.823,0.879,0.37,0,1,0,0,0,120.8,76.8,72.8,68.8,210.9,86.8,81.1,80.4,57.3,68.0,49.7,101.4,38.9,38.9,36.5,39.5,58.7,251.4,138.6,117.6
587,"The defendant ran a sophisticated Ponzi scheme, defrauding elderly investors of over $2.5 million.",0.0,0.967,0.805,0.937,0.367,0,0,1,0,0,123.9,78.3,57.4,65.7,174.7,85.5,56.0,36.7,54.1,43.1,34.4,65.0,18.1,21.4,19.8,41.7,45.2,187.8,139.9,93.3
588,"The employee embezzled $150,000 from the company accounts by forging signatures on corporate checks over two years. The suspect planned the heist for over six months, purchasing specialized tools, drawing maps, and tracking guards.",0.0,0.793,0.34,0.977,0.372,0,1,1,0,0,73.5,48.8,30.2,39.7,117.8,58.1,35.3,29.7,29.2,27.9,19.1,38.7,13.2,15.2,15.1,14.9,22.8,108.2,95.1,54.6
589,"The suspect sold fake pharmaceutical pills containing toxic contaminants to local drug users. The defendant purchased a carving knife and gloves the morning of the crime, explicitly intending to confront the victim.",0.637,0.443,0.727,0.86,0.914,0,1,1,0,1,108.4,69.3,51.0,62.9,220.8,109.6,55.3,61.6,55.4,53.8,34.5,85.7,28.9,29.8,32.8,24.4,36.4,153.3,208.2,85.1
590,"The employee embezzled $150,000 from the company accounts by forging signatures on corporate checks over two years. The defendant took advantage of their role as a live-in nurse to abuse and steal from a bedridden patient.",0.159,0.709,0.924,0.844,0.224,0,1,1,1,0,42.3,21.1,16.5,18.1,80.6,20.6,15.1,20.1,17.2,16.4,8.9,16.8,5.0,6.3,6.7,7.9,13.3,92.9,87.5,38.3
591,"The offender physically assaulted the victim by punching and kicking them multiple times, causing severe facial fractures. The suspect stole a wallet containing credit cards and $150 cash from an unattended purse in a cafe.",0.735,0.138,0.082,0.187,0.418,2,1,1,0,1,125.6,62.8,61.3,73.0,239.2,112.1,59.0,53.4,38.7,45.6,31.5,59.4,23.5,24.6,25.2,20.6,35.2,182.9,220.4,104.6
592,"The perpetrator shot the victim in the chest at close range following a dispute, causing fatal injuries. The defendant took advantage of their role as a live-in nurse to abuse and steal from a bedridden patient.",1.0,0.2,0.896,0.61,0.865,1,1,1,0,1,199.0,96.3,92.7,89.1,375.4,139.7,86.6,73.3,52.6,68.6,52.6,99.9,38.3,42.2,40.5,28.3,55.6,286.6,223.6,150.4
593,"The suspect set fire to a trash can near an apartment building, causing a blaze that threatened multiple families. The perpetrator wore a ski mask and dark clothing to conceal their identity and avoid CCTV detection.",0.413,0.272,0.479,0.747,0.806,2,0,1,0,0,288.4,125.8,101.4,134.4,385.8,93.5,84.1,68.1,82.8,80.6,54.8,83.2,30.7,33.5,33.8,49.9,66.4,236.9,239.6,152.3
